# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = eibb_regression_model_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = /home/bmfazio/git-repos/tesis-pucpstat/tesis-rsrc/endes_dump.R
# init = 2 (Default)
# random
#   seed = 3906157448
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,bx.1,bx.2,bx.3,bx.4,bx.5,bx.6,bx.7,bz.1,bz.2,bz.3,bz.4,bz.5,bz.6,bz.7,rho,sigma
# Adaptation terminated
# Step size = 0.231854
# Diagonal elements of inverse mass matrix:
# 0.000334999, 0.000243471, 0.000384148, 0.000636853, 9.5037e-05, 6.08163e-05, 0.00015092, 0.000109505, 6.97973e-05, 0.000107839, 0.000185078, 3.26917e-05, 2.07949e-05, 4.1005e-05, 0.00455467, 6.93995e-05
-57222.3,0.962143,0.231854,4,15,0,57235.2,-0.847568,0.0703884,-0.0515871,-0.01418,-0.00236812,-0.0431452,0.183842,0.35813,0.081886,-0.0416385,-0.044074,0.0227004,-0.0367036,0.123406,0.047329,0.523632
-57223.8,0.859806,0.231854,4,15,0,57235,-0.835646,0.0921093,-0.0602923,-0.0242255,3.98084e-05,-0.038976,0.193919,0.360601,0.0870787,-0.0474603,-0.0485196,0.0323727,-0.0449976,0.125594,0.0474855,0.526646
-57224.3,0.773984,0.231854,4,15,0,57233.8,-0.813638,0.0777442,-0.0810926,-0.0262198,0.000580952,-0.0381268,0.172075,0.351152,0.0836513,-0.0411508,-0.044614,0.0173907,-0.0350441,0.140087,0.0434902,0.5205
-57225.1,0.992898,0.231854,4,31,0,57232.4,-0.862585,0.0859034,-0.0191704,0.0140364,-0.0131573,-0.0342372,0.198765,0.364869,0.0946178,-0.0606201,-0.0678821,0.0281752,-0.0452238,0.128572,0.0474402,0.527407
-57222.3,0.998306,0.231854,5,31,0,57227.9,-0.82989,0.0972182,-0.0578492,-0.0384523,0.0141112,-0.0477133,0.178396,0.35607,0.0798414,-0.0565684,-0.0525468,0.0225987,-0.0348773,0.129768,0.0491511,0.526452
-57219.9,0.999354,0.231854,4,15,0,57227,-0.830413,0.0484458,-0.046167,-0.006443,0.0024533,-0.0397245,0.188226,0.360126,0.0901933,-0.0562253,-0.058418,0.0259287,-0.0396065,0.126812,0.0455673,0.520838
-57221,0.997881,0.231854,4,15,0,57223.5,-0.882503,0.118407,-0.044656,0.0171978,0.0038738,-0.040525,0.189031,0.364544,0.079195,-0.0599937,-0.0501207,0.0214597,-0.0367535,0.134909,0.0462987,0.525576
-57224,0.466038,0.231854,4,15,0,57232.6,-0.864877,0.109096,-0.0413167,0.0123592,-0.000372472,-0.0454966,0.180217,0.363699,0.0746437,-0.0504829,-0.039207,0.0169466,-0.0336241,0.135037,0.0456077,0.521931
-57231.7,0.89073,0.231854,4,15,0,57239.2,-0.83256,0.0638401,-0.0440099,0.0209937,0.0128225,-0.0328184,0.20182,0.346768,0.100191,-0.058874,-0.0385489,0.01833,-0.0367203,0.13958,0.038659,0.529987
-57229,1,0.231854,4,15,0,57240.8,-0.836901,0.0435578,-0.055112,0.00830063,-0.0035071,-0.0335882,0.197703,0.345138,0.0915103,-0.0588774,-0.056467,0.0188203,-0.0363745,0.13104,0.0390344,0.524641
-57225.5,0.925762,0.231854,4,31,0,57237,-0.852308,0.0970131,-0.0331029,0.00538123,-0.00470497,-0.0396987,0.179313,0.373808,0.0870022,-0.0683726,-0.068333,0.035187,-0.044225,0.124224,0.0429202,0.533093
-57225.3,0.91733,0.231854,4,31,0,57231.9,-0.815512,0.0710103,-0.0805446,-0.0394701,0.00860205,-0.0490782,0.181511,0.348849,0.0850672,-0.0440992,-0.0448553,0.0133769,-0.0354612,0.13883,0.0483725,0.518747
-57222.7,0.975199,0.231854,5,31,0,57234.1,-0.809078,0.057731,-0.0482897,-0.0498797,0.00352611,-0.0425082,0.179864,0.35332,0.0980589,-0.0583317,-0.0490914,0.027271,-0.0428608,0.135428,0.0421308,0.527976
-57220.9,0.978248,0.231854,4,15,0,57228.4,-0.834529,0.0901118,-0.0778479,-0.0402732,0.0114285,-0.0438409,0.17658,0.369781,0.0772837,-0.0509869,-0.0642351,0.0194704,-0.0367681,0.131676,0.0442877,0.524266
-57222.5,0.798674,0.231854,4,15,0,57233.8,-0.832657,0.0709046,-0.0424339,-0.00379008,0.000639645,-0.0538729,0.194761,0.371274,0.0823035,-0.0598924,-0.0654706,0.0326288,-0.0395157,0.127181,0.0469991,0.520153
-57224.2,0.871472,0.231854,4,15,0,57232,-0.839237,0.0908275,-0.0560504,-0.0618184,0.00322422,-0.035502,0.157401,0.354807,0.0793317,-0.0525593,-0.0530948,0.0166639,-0.0354535,0.128547,0.0420078,0.527684
-57227.1,0.880373,0.231854,4,31,0,57234,-0.813581,0.0853523,-0.0423232,-0.0658989,0.00176799,-0.0413784,0.166539,0.355952,0.0959887,-0.0638579,-0.0433865,0.0159625,-0.0378799,0.139766,0.0429325,0.525981
-57230.2,0.999092,0.231854,4,31,0,57237,-0.837106,0.0777483,-0.0569794,0.0189525,0.0212609,-0.0592847,0.185434,0.374405,0.0707432,-0.0451398,-0.0735493,0.0222288,-0.0416267,0.133937,0.0460701,0.524782
-57225.6,1,0.231854,4,31,0,57233,-0.839805,0.0840052,-0.04981,0.0241421,0.02251,-0.0566637,0.187661,0.377362,0.0708154,-0.0458545,-0.0700198,0.0231475,-0.038983,0.127533,0.0471045,0.526517
-57220,0.999906,0.231854,4,15,0,57231.4,-0.856459,0.0896113,-0.0473258,0.00237768,0.00333945,-0.0418855,0.194423,0.364547,0.0869331,-0.0699788,-0.0681531,0.0230829,-0.0374892,0.128294,0.0429092,0.522265
-57221.3,0.84263,0.231854,4,15,0,57227.4,-0.860611,0.0767564,-0.0323656,-0.0174589,-0.00313627,-0.0374181,0.184961,0.363013,0.0809575,-0.0419672,-0.0518912,0.0266515,-0.0422302,0.130369,0.0457415,0.524907
-57220.3,0.971748,0.231854,4,15,0,57225.6,-0.853151,0.0923715,-0.0699078,0.00419726,-0.00832495,-0.0380914,0.186762,0.355419,0.0901574,-0.0594616,-0.0576866,0.0256107,-0.0393359,0.130046,0.0418653,0.526287
-57225.4,0.878854,0.231854,4,15,0,57230.6,-0.852165,0.0936539,-0.069432,0.0121727,-0.00283287,-0.0311893,0.200932,0.365064,0.0883281,-0.0661638,-0.0463106,0.0272529,-0.0429421,0.139446,0.0431716,0.525656
-57222.6,0.99278,0.231854,4,15,0,57229.7,-0.84483,0.0747661,-0.0228868,-0.00894062,0.00409414,-0.0501707,0.183921,0.361136,0.0861424,-0.0488441,-0.0556341,0.0203146,-0.0328879,0.127799,0.0451328,0.51877
-57218.9,0.894684,0.231854,3,15,0,57228.3,-0.858657,0.0949599,-0.0384573,0.0049101,-0.000545555,-0.0395408,0.178375,0.361851,0.0840861,-0.0587096,-0.0505903,0.0246474,-0.0388875,0.134513,0.0458695,0.519963
-57220,0.762314,0.231854,5,31,0,57227.2,-0.850093,0.0771211,-0.0519568,0.0185303,0.00219459,-0.0477986,0.187087,0.354046,0.0811904,-0.052642,-0.0518439,0.0197623,-0.0356661,0.131513,0.0445407,0.523848
-57223.2,0.913956,0.231854,4,15,0,57228.8,-0.859971,0.102414,-0.0413961,0.00892404,-0.00433201,-0.0468286,0.19889,0.351634,0.0900826,-0.0390734,-0.0477165,0.0274144,-0.0390482,0.128881,0.0425083,0.522633
-57226.6,0.792704,0.231854,4,15,0,57232.5,-0.858293,0.0986601,-0.0531641,-0.00883544,-0.00215822,-0.0316418,0.172004,0.371489,0.0783467,-0.0810652,-0.0626291,0.0185382,-0.0403928,0.131289,0.0489482,0.525175
-57227.1,0.998937,0.231854,4,15,0,57237.3,-0.867972,0.113788,-0.0539217,0.0274144,0.0128934,-0.0519713,0.204964,0.364771,0.0783052,-0.0495002,-0.0705917,0.0243651,-0.0367218,0.121751,0.0420169,0.519216
-57226.4,0.923427,0.231854,4,15,0,57235.3,-0.868327,0.100666,-0.0668494,0.0507458,0.0151249,-0.0406063,0.198919,0.376406,0.0820441,-0.0632198,-0.0662646,0.0259761,-0.0431782,0.13103,0.0435251,0.527876
-57227.5,0.983125,0.231854,4,15,0,57232.7,-0.873784,0.110924,-0.075372,0.033959,0.0102828,-0.0383916,0.203452,0.37469,0.0728937,-0.0610292,-0.0648987,0.021069,-0.0446158,0.125396,0.0427831,0.527509
-57225,0.937825,0.231854,4,15,0,57234.5,-0.839922,0.0599961,-0.0142185,-0.0203097,-0.000300723,-0.0454131,0.16514,0.356475,0.08945,-0.0581468,-0.0506995,0.0193919,-0.0382814,0.130961,0.0499619,0.521523
-57222.9,0.94519,0.231854,4,15,0,57231.7,-0.836142,0.0672638,-0.056997,-0.00792166,0.0161355,-0.0438321,0.200043,0.367014,0.0776972,-0.0473784,-0.0564549,0.023768,-0.0398576,0.13119,0.0469298,0.519124
-57224.2,0.985326,0.231854,4,15,0,57230.2,-0.841357,0.066471,-0.0464222,-0.000695825,0.0267394,-0.0458927,0.188979,0.371098,0.0800417,-0.0591278,-0.0482511,0.0211201,-0.0408743,0.126151,0.0505365,0.518684
-57221.4,0.988395,0.231854,4,31,0,57229,-0.856883,0.073808,-0.0495657,0.00838071,0.00242391,-0.0456481,0.197406,0.382262,0.0786661,-0.0575093,-0.0658796,0.0242985,-0.0421004,0.128103,0.0486066,0.51847
-57225.5,0.971598,0.231854,4,15,0,57228.9,-0.852336,0.0672171,-0.0489,0.0195774,-0.0106318,-0.0423882,0.1958,0.370783,0.082929,-0.0576576,-0.0622774,0.0261751,-0.0388738,0.122383,0.0490634,0.510998
-57232.4,0.861953,0.231854,4,15,0,57239.4,-0.880177,0.111323,-0.0175183,-0.00173516,0.0241935,-0.0441178,0.201676,0.374274,0.0784791,-0.067467,-0.0531762,0.0167821,-0.0409513,0.119555,0.0448592,0.528831
-57232.9,0.879843,0.231854,4,15,0,57239.7,-0.875064,0.068884,-0.0519381,0.0492034,-0.00742404,-0.0469733,0.184261,0.374251,0.0821205,-0.0597602,-0.0816751,0.028255,-0.0372888,0.126522,0.0499311,0.513751
-57225.9,1,0.231854,3,7,0,57237,-0.859313,0.0867237,-0.0409091,0.0270265,-0.00291214,-0.0414488,0.20264,0.381706,0.0789199,-0.0662215,-0.0708357,0.0278301,-0.0364433,0.127815,0.050838,0.517161
-57223,0.942616,0.231854,4,31,0,57234.9,-0.844005,0.0662211,-0.0420971,0.018316,-0.000415605,-0.0450387,0.199669,0.359081,0.0808837,-0.0430529,-0.0464456,0.0136105,-0.0349607,0.131619,0.0447908,0.524981
-57222.2,0.859472,0.231854,4,15,0,57230.2,-0.852698,0.0952683,-0.0549052,0.0174418,-0.00405221,-0.0375091,0.195518,0.362134,0.0764273,-0.0528058,-0.0591357,0.0260536,-0.0343257,0.127441,0.0441325,0.52497
-57225.2,0.950004,0.231854,4,15,0,57233.3,-0.867246,0.0951951,-0.0495647,-0.00513013,-0.00253477,-0.0422831,0.208034,0.36279,0.0768663,-0.0528027,-0.0590207,0.0247891,-0.0333311,0.123315,0.0473736,0.517731
-57225.8,0.955029,0.231854,4,31,0,57232.7,-0.843306,0.0739598,-0.0439392,-0.0341001,-0.00182991,-0.0236649,0.181526,0.366406,0.0838954,-0.0694272,-0.0524237,0.034976,-0.0435583,0.130478,0.0416998,0.526783
-57226.2,0.820707,0.231854,4,15,0,57236.8,-0.88074,0.122141,-0.050775,0.0312925,-0.00890474,-0.0413033,0.1923,0.366677,0.0736525,-0.0484305,-0.0610693,0.0208178,-0.036774,0.12689,0.0505086,0.518143
-57225.5,0.999083,0.231854,3,7,0,57229.1,-0.886267,0.127365,-0.0468849,0.0226952,-0.00807892,-0.0410661,0.192091,0.370346,0.0767423,-0.0492245,-0.0634098,0.0215139,-0.0353508,0.129083,0.0492674,0.517008
-57223.6,0.867035,0.231854,4,15,0,57235.8,-0.868082,0.11108,-0.0625593,-0.00835888,0.0135853,-0.0414105,0.197119,0.375259,0.0703863,-0.0565689,-0.0467946,0.0279723,-0.0425465,0.129025,0.0443702,0.52367
-57224.5,0.77766,0.231854,4,31,0,57234.2,-0.861722,0.114202,-0.0626643,-0.0079837,0.0115246,-0.0459209,0.192877,0.37673,0.0746742,-0.0536989,-0.0438315,0.0270748,-0.043604,0.128464,0.0440711,0.523845
-57223.9,0.995037,0.231854,4,15,0,57234.8,-0.825219,0.0608725,-0.0260813,-0.00769525,-0.00518199,-0.0415609,0.173889,0.364257,0.0898978,-0.0688986,-0.0634417,0.0193192,-0.0356152,0.125141,0.0438104,0.522203
-57220.5,0.908892,0.231854,4,15,0,57231.9,-0.859536,0.105751,-0.0676405,0.00862804,0.00588438,-0.0393225,0.190706,0.369693,0.078803,-0.0579017,-0.0651444,0.0220368,-0.0402976,0.130109,0.0481075,0.52514
-57220.4,0.93088,0.231854,4,15,0,57225.4,-0.867811,0.0918392,-0.0232467,0.00460121,0.000832976,-0.0449425,0.191632,0.372185,0.0803116,-0.0603466,-0.0685629,0.0261012,-0.0397383,0.125243,0.0451843,0.518663
-57219.4,0.99779,0.231854,5,31,0,57223.4,-0.824428,0.0749759,-0.0534178,-0.0408033,0.00119376,-0.045257,0.165273,0.353354,0.0920369,-0.0466069,-0.0500641,0.0210858,-0.0373975,0.134026,0.0448441,0.522552
-57223.9,0.833245,0.231854,4,31,0,57232.1,-0.818986,0.0536765,-0.0859063,-0.0365243,0.000758738,-0.034041,0.181156,0.360282,0.0801353,-0.0595643,-0.0551921,0.0211833,-0.03445,0.134924,0.0464161,0.52445
-57227.7,0.887663,0.231854,4,15,0,57236.9,-0.830409,0.080863,-0.0713467,-0.00922033,-0.0127615,-0.0352134,0.172975,0.364154,0.0665873,-0.0372125,-0.0374426,0.023856,-0.0417205,0.134972,0.0399549,0.521881
-57224.8,1,0.231854,4,15,0,57231.8,-0.847755,0.10415,-0.0430038,-0.0413335,0.0109782,-0.0433106,0.175484,0.348252,0.0883359,-0.0617609,-0.0322754,0.0210529,-0.034374,0.138298,0.0491083,0.528464
-57223,0.651491,0.231854,4,15,0,57234,-0.828149,0.0835861,-0.0804739,-0.038118,0.0122001,-0.0461701,0.17182,0.36005,0.0757417,-0.0432214,-0.0490241,0.0221583,-0.0386087,0.132601,0.0393019,0.522996
-57222.8,0.984331,0.231854,4,15,0,57228.1,-0.836608,0.0839093,-0.0453535,-0.0427559,-0.00127853,-0.0406106,0.186399,0.354828,0.0895512,-0.0687135,-0.0409612,0.0240138,-0.0389871,0.134047,0.0484578,0.52479
-57224.2,0.938288,0.231854,4,15,0,57230.2,-0.845312,0.0743035,-0.0462431,-0.00291635,-0.0030958,-0.0321584,0.166946,0.361907,0.0879632,-0.0425507,-0.0481476,0.0270665,-0.0426025,0.13526,0.0477313,0.5184
-57222.1,0.917078,0.231854,5,31,0,57229.7,-0.828125,0.0774617,-0.0511693,-0.0134715,0.0167375,-0.046027,0.182004,0.363089,0.0763882,-0.0502415,-0.0655089,0.0196214,-0.0401459,0.13135,0.0413331,0.525152
-57224.4,0.646025,0.231854,4,15,0,57239.2,-0.867315,0.0907616,-0.0602777,0.00559896,-0.00636194,-0.0426215,0.188153,0.379837,0.0709328,-0.0628095,-0.0443792,0.0285201,-0.0412827,0.129518,0.0503777,0.515569
-57224,0.884656,0.231854,4,15,0,57231,-0.893577,0.0907515,-0.0183362,0.0291073,-0.0069978,-0.030476,0.200771,0.362694,0.0945298,-0.0576592,-0.0697445,0.0276957,-0.0423292,0.123187,0.0461291,0.52588
-57225,0.823227,0.231854,4,31,0,57232.8,-0.804902,0.0667075,-0.0759759,-0.0470084,0.0041597,-0.0410701,0.178422,0.37039,0.0732386,-0.0577051,-0.0471253,0.0260482,-0.036416,0.132477,0.0461851,0.521526
-57223.3,0.939475,0.231854,4,15,0,57236.4,-0.830604,0.0752605,-0.0623822,-0.00766604,0.0059049,-0.04398,0.171376,0.348363,0.0852573,-0.0450855,-0.0532531,0.0184057,-0.0385198,0.138476,0.0459772,0.525482
-57223.9,0.931751,0.231854,4,31,0,57230.5,-0.849028,0.074655,-0.0675238,-0.010395,-0.00878145,-0.0383487,0.179045,0.360071,0.0881246,-0.0634934,-0.0515844,0.0256421,-0.0443667,0.136789,0.044187,0.525426
-57227.8,0.946987,0.231854,4,15,0,57236.2,-0.848833,0.0670234,-0.0578513,0.0066193,-0.00655747,-0.0431986,0.193001,0.343138,0.0815831,-0.0527226,-0.0330563,0.0236814,-0.0350913,0.132181,0.0412681,0.526365
-57225.6,1,0.231854,4,15,0,57236.6,-0.821297,0.0871725,-0.0678823,-0.0480001,0.01576,-0.0556316,0.168069,0.345149,0.0822051,-0.0324841,-0.0437454,0.0156686,-0.0354745,0.139839,0.0450737,0.526509
-57225.9,0.941037,0.231854,4,31,0,57236.3,-0.832285,0.0598731,-0.0395714,-0.0209651,-0.0247401,-0.0349896,0.183441,0.351586,0.0969746,-0.061561,-0.0540367,0.0294508,-0.043224,0.135098,0.0426044,0.529343
-57222.2,1,0.231854,4,15,0,57229.9,-0.850204,0.0928262,-0.0720157,-0.012658,0.0208875,-0.0441642,0.188447,0.371274,0.0757548,-0.0535016,-0.059482,0.0159152,-0.0405158,0.130845,0.0461003,0.523123
-57222.6,0.889807,0.231854,4,15,0,57229.9,-0.84493,0.0811954,-0.0457653,-0.00350753,-0.000314126,-0.0449546,0.176312,0.351924,0.0980716,-0.063913,-0.0456707,0.0243615,-0.0352317,0.129126,0.0440082,0.524112
-57224.5,0.985104,0.231854,4,31,0,57229,-0.838507,0.0887534,-0.0423258,-0.00235937,-0.00617615,-0.0477984,0.182009,0.352487,0.0986402,-0.0601178,-0.0704548,0.0278114,-0.037217,0.129329,0.045868,0.522677
-57223.8,0.92273,0.231854,4,15,0,57235.7,-0.813256,0.0543683,-0.0708939,-0.0398833,-0.00103799,-0.036437,0.175447,0.35662,0.0767879,-0.044264,-0.0442621,0.0243386,-0.0403911,0.141376,0.0445025,0.522501
-57230.7,0.692286,0.231854,4,15,0,57234.3,-0.805602,0.110501,-0.0754018,-0.0726732,0.0146186,-0.0466083,0.159437,0.348085,0.0944178,-0.0430709,-0.0415421,0.0221921,-0.034165,0.139094,0.0428601,0.527076
-57224.2,0.988127,0.231854,4,31,0,57238.1,-0.812778,0.0624827,-0.0360903,-0.0119248,0.0101268,-0.0551434,0.190185,0.362393,0.0800841,-0.0504342,-0.0461251,0.022757,-0.0404473,0.137619,0.0458526,0.524112
-57225.5,0.64518,0.231854,4,15,0,57234,-0.828687,0.0496515,-0.0647173,0.0183719,0.0131417,-0.0452302,0.187897,0.357718,0.0868718,-0.0497395,-0.0468255,0.0233197,-0.0334854,0.135274,0.0454224,0.52529
-57221.5,1,0.231854,4,15,0,57229.8,-0.858082,0.10193,-0.0546027,-0.0397651,0.00221296,-0.0411411,0.181228,0.357868,0.0795481,-0.050975,-0.0470277,0.0282412,-0.0388104,0.129258,0.0457036,0.524234
-57218.7,0.686073,0.231854,5,31,0,57230.4,-0.846876,0.0927382,-0.0475713,0.00374869,-0.00129457,-0.0428566,0.175956,0.358022,0.0833164,-0.0497507,-0.0575586,0.0248322,-0.0391033,0.132274,0.0442643,0.526015
-57220.6,0.866209,0.231854,4,15,0,57224.7,-0.839354,0.0786298,-0.0542809,-0.00777001,0.0122077,-0.0452596,0.180329,0.351785,0.0844908,-0.0524047,-0.0369266,0.0154863,-0.039706,0.139306,0.0439346,0.523562
-57222.9,0.972771,0.231854,4,15,0,57228.2,-0.83742,0.0798164,-0.057137,-0.0180814,-0.00122934,-0.0448014,0.171299,0.375143,0.0830533,-0.0607006,-0.0839176,0.0232645,-0.0420618,0.119477,0.0460716,0.524108
-57223.3,0.944712,0.231854,4,31,0,57231.8,-0.827268,0.089043,-0.0827644,-0.0484153,0.00946028,-0.0401601,0.156889,0.370291,0.0796717,-0.0612232,-0.0679076,0.0250622,-0.036498,0.125531,0.0456022,0.523225
-57222.5,0.992035,0.231854,4,15,0,57229.7,-0.827267,0.0690336,-0.0280913,-0.0310584,0.00777507,-0.057041,0.181369,0.360234,0.0934229,-0.0668867,-0.049621,0.0200207,-0.0372924,0.132497,0.0471487,0.521188
-57222.4,0.953832,0.231854,5,31,0,57228.6,-0.838771,0.0624958,-0.0234067,0.013438,0.0076343,-0.0465944,0.180445,0.3606,0.0971209,-0.0710859,-0.0606067,0.0193654,-0.0397086,0.133626,0.0447913,0.528184
-57220.9,0.988812,0.231854,4,15,0,57225.2,-0.842358,0.0541593,-0.0364332,0.00673355,0.00282914,-0.0392494,0.196619,0.357382,0.090925,-0.0631452,-0.0565763,0.0225199,-0.034316,0.12865,0.0459956,0.524309
-57219.8,0.831845,0.231854,4,15,0,57227.1,-0.843785,0.0997757,-0.0644437,-0.0161993,0.00427797,-0.0396601,0.175796,0.362211,0.0810714,-0.0489803,-0.0451205,0.0285945,-0.040138,0.130366,0.0459032,0.525296
-57223.3,0.916282,0.231854,4,15,0,57232.3,-0.8448,0.0614831,-0.055171,-0.0188607,-0.0135822,-0.0331065,0.186577,0.352187,0.0886722,-0.0596996,-0.0405079,0.0291877,-0.0371368,0.132202,0.0479378,0.521381
-57225.8,0.655783,0.231854,4,15,0,57234.1,-0.834619,0.0808551,-0.0542733,0.0029623,0.010498,-0.0435687,0.176561,0.362008,0.0855984,-0.047664,-0.039612,0.014821,-0.03953,0.12928,0.0446529,0.52491
-57224.4,1,0.231854,3,7,0,57229.1,-0.841791,0.0833913,-0.0499222,-0.0113915,0.0123159,-0.0480207,0.180024,0.351342,0.0833156,-0.0454268,-0.0515171,0.0122939,-0.0391558,0.13223,0.0448851,0.523238
-57224.7,0.983855,0.231854,4,15,0,57232,-0.851838,0.0873542,-0.0219801,0.0268242,0.00873271,-0.0485133,0.190155,0.359532,0.0907956,-0.0648364,-0.0447781,0.022309,-0.0337563,0.135224,0.0470264,0.523883
-57218.3,0.996916,0.231854,4,31,0,57227.7,-0.842254,0.087147,-0.0482447,-0.0281843,0.00806016,-0.038152,0.172273,0.356935,0.0864573,-0.0573997,-0.0446197,0.0205141,-0.0397882,0.131401,0.0433074,0.524671
-57223.6,0.735156,0.231854,4,15,0,57227.2,-0.845139,0.0976626,-0.0410533,-0.0195715,0.00653252,-0.0464688,0.179977,0.360819,0.0705513,-0.0557844,-0.0436165,0.0239605,-0.0382119,0.140921,0.0467509,0.531427
-57229.5,0.987411,0.231854,4,15,0,57234.3,-0.869087,0.123144,-0.0504616,-0.0304074,0.0124772,-0.054634,0.175614,0.364392,0.0681215,-0.0527264,-0.0233447,0.0229244,-0.0398458,0.138888,0.0468275,0.515773
-57227.2,0.999322,0.231854,4,15,0,57237.8,-0.857528,0.0626281,-0.0277508,0.0361893,0.000992015,-0.030316,0.194493,0.362716,0.0858234,-0.0608706,-0.0664795,0.0237694,-0.0362628,0.124495,0.0428676,0.535003
-57223.4,0.905798,0.231854,4,23,0,57233.4,-0.832532,0.0813706,-0.0716534,-0.0190058,0.00311709,-0.0503944,0.173366,0.350744,0.092496,-0.05477,-0.038505,0.0255846,-0.0397919,0.132522,0.0415423,0.520615
-57223.6,0.889704,0.231854,4,23,0,57236.2,-0.881666,0.0977864,-0.0403122,0.0287724,0.00743037,-0.0380539,0.199477,0.360942,0.0779895,-0.0470723,-0.0449013,0.0250677,-0.0389152,0.133238,0.0492685,0.529027
-57222,0.968612,0.231854,4,31,0,57229.5,-0.837994,0.0665567,-0.052776,-0.00639404,-0.00308361,-0.034362,0.176418,0.370988,0.0864929,-0.0743376,-0.0724434,0.0279244,-0.0399999,0.126401,0.0432116,0.520475
-57222.5,0.946176,0.231854,4,31,0,57228.3,-0.843558,0.0558651,-0.0239958,-0.00460411,-0.00325495,-0.0358932,0.182647,0.364566,0.095109,-0.0674098,-0.0706315,0.0264421,-0.0399228,0.13185,0.0453615,0.527755
-57220,0.883063,0.231854,4,15,0,57226.7,-0.849842,0.0915387,-0.0593302,-0.0125463,0.00786612,-0.0497467,0.190555,0.359956,0.0848168,-0.0563933,-0.0533264,0.0210906,-0.0396411,0.13211,0.0435398,0.524859
-57222.2,0.991758,0.231854,4,15,0,57226.1,-0.825083,0.0634553,-0.0347776,-0.0272711,0.00461524,-0.0421364,0.169155,0.356494,0.0859115,-0.0497126,-0.0628947,0.0198076,-0.0402198,0.129599,0.0447627,0.525468
-57222.5,0.981768,0.231854,3,15,0,57228.1,-0.845444,0.0757269,-0.0250095,-0.0236758,0.00923141,-0.0325871,0.173498,0.358945,0.0885826,-0.0521193,-0.0496565,0.022664,-0.0369602,0.130556,0.0437039,0.524269
-57220.1,0.971912,0.231854,4,23,0,57231.2,-0.844774,0.0902967,-0.0612062,-0.0165202,0.00596959,-0.0376881,0.187757,0.363586,0.0840194,-0.0412222,-0.0528632,0.0264349,-0.0420282,0.127463,0.0433615,0.522091
-57222,0.789544,0.231854,4,15,0,57227.3,-0.846581,0.0762053,-0.0733152,-0.00950845,-0.00385335,-0.0296418,0.178642,0.375389,0.0829102,-0.0629504,-0.056872,0.0242783,-0.0410777,0.128397,0.0462746,0.524762
-57221.2,0.993114,0.231854,4,31,0,57231.1,-0.832974,0.0797811,-0.0470358,-0.00539667,0.0118256,-0.0470593,0.188539,0.351759,0.0932187,-0.0504556,-0.0491188,0.0218124,-0.0362218,0.135127,0.0487001,0.52795
-57224.4,0.851754,0.231854,4,15,0,57231.1,-0.856267,0.0840921,-0.0458512,0.0153786,0.00351795,-0.0418903,0.184494,0.352472,0.0967265,-0.0582016,-0.0487697,0.0203234,-0.0363639,0.131857,0.0379216,0.526109
-57222.9,0.985516,0.231854,4,15,0,57231,-0.854631,0.0723285,-0.0508872,-0.013254,-0.00471575,-0.0357577,0.18282,0.380852,0.0785369,-0.0631409,-0.0614037,0.0283594,-0.0421858,0.123743,0.0518167,0.524928
-57223.2,0.946015,0.231854,4,31,0,57231.2,-0.826906,0.0922067,-0.0724757,-0.0477508,0.0136224,-0.0489673,0.176138,0.355773,0.0888183,-0.053838,-0.056859,0.0171285,-0.0353052,0.129861,0.0391176,0.523436
-57227.2,0.779016,0.231854,4,15,0,57235.6,-0.835546,0.0853131,-0.0627177,-0.0140078,0.0170833,-0.043415,0.173979,0.341131,0.101495,-0.039522,-0.0455902,0.0200334,-0.0378812,0.12885,0.0437051,0.534479
-57224.6,0.815233,0.231854,4,15,0,57236.7,-0.849101,0.05817,-0.0385902,0.0209896,-0.016279,-0.0411895,0.192895,0.370594,0.0888737,-0.0678062,-0.0595045,0.0295073,-0.0390689,0.131797,0.0435882,0.518325
-57232.7,0.919922,0.231854,4,15,0,57237.7,-0.881149,0.0835312,-0.0362086,-0.0320834,-0.0179984,-0.0206762,0.18585,0.386335,0.084591,-0.05443,-0.074024,0.0259172,-0.0468232,0.120567,0.0528168,0.523088
-57226.4,0.997134,0.231854,5,31,0,57238.8,-0.865824,0.105136,-0.0159797,0.0420416,0.006714,-0.0534907,0.206923,0.359598,0.0772699,-0.0517965,-0.0474534,0.0186326,-0.0383383,0.130175,0.0415228,0.523748
